Player,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,+/-,MATCHUP
Marcus Morris Sr.,24.733333333333334,5.0,11.0,45.5,3.0,6.0,50.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0,1.0,0.0,1.0,13.0,4.0,"NOV 11, 2018 - BOS @ POR"
Marcus Smart,21.766666666666666,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,"NOV 11, 2018 - BOS @ POR"
Terry Rozier,18.683333333333334,3.0,7.0,42.9,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,3.0,"NOV 11, 2018 - BOS @ POR"
Daniel Theis,4.733333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,"NOV 11, 2018 - BOS @ POR"
Jayson Tatum F,36.21666666666667,7.0,14.0,50.0,2.0,4.0,50.0,5.0,6.0,83.3,1.0,2.0,3.0,4.0,1.0,5.0,0.0,4.0,21.0,0.0,"NOV 09, 2018 - BOS @ UTA"
Gordon Hayward F,25.666666666666668,3.0,9.0,33.3,1.0,5.0,20.0,6.0,6.0,100.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,3.0,13.0,-8.0,"NOV 09, 2018 - BOS @ UTA"
Al Horford C,28.533333333333335,6.0,10.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,13.0,-11.0,"NOV 09, 2018 - BOS @ UTA"
Jaylen Brown G,29.9,4.0,17.0,23.5,1.0,7.0,14.3,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,9.0,-17.0,"NOV 09, 2018 - BOS @ UTA"
Terry Rozier G,36.15,7.0,13.0,53.8,5.0,8.0,62.5,3.0,3.0,100.0,1.0,5.0,6.0,3.0,0.0,0.0,0.0,1.0,22.0,-18.0,"NOV 09, 2018 - BOS @ UTA"
Marcus Smart,33.21666666666667,4.0,9.0,44.4,4.0,9.0,44.4,1.0,2.0,50.0,1.0,2.0,3.0,10.0,1.0,2.0,0.0,2.0,13.0,10.0,"NOV 09, 2018 - BOS @ UTA"
Marcus Morris Sr.,27.016666666666666,5.0,11.0,45.5,2.0,4.0,50.0,4.0,4.0,100.0,0.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,16.0,9.0,"NOV 09, 2018 - BOS @ UTA"
Aron Baynes,14.916666666666666,2.0,3.0,66.7,0.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,3.0,"NOV 09, 2018 - BOS @ UTA"
Semi Ojeleye,8.1,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-6.0,"NOV 09, 2018 - BOS @ UTA"
Guerschon Yabusele,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,"NOV 09, 2018 - BOS @ UTA"
Jayson Tatum F,29.666666666666668,1.0,7.0,14.3,0.0,1.0,0.0,2.0,2.0,100.0,4.0,4.0,8.0,2.0,1.0,1.0,0.0,2.0,4.0,15.0,"NOV 08, 2018 - BOS @ PHX"
Gordon Hayward F,24.9,3.0,8.0,37.5,2.0,5.0,40.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,"NOV 08, 2018 - BOS @ PHX"
Al Horford C,32.71666666666667,3.0,7.0,42.9,1.0,2.0,50.0,0.0,1.0,0.0,2.0,4.0,6.0,3.0,2.0,0.0,4.0,0.0,7.0,14.0,"NOV 08, 2018 - BOS @ PHX"
Jaylen Brown G,38.61666666666667,6.0,13.0,46.2,1.0,3.0,33.3,4.0,6.0,66.7,1.0,5.0,6.0,1.0,2.0,0.0,0.0,2.0,17.0,8.0,"NOV 08, 2018 - BOS @ PHX"
Kyrie Irving G,43.28333333333333,13.0,28.0,46.4,6.0,13.0,46.2,7.0,7.0,100.0,2.0,5.0,7.0,6.0,3.0,3.0,1.0,5.0,39.0,7.0,"NOV 08, 2018 - BOS @ PHX"
Marcus Morris Sr.,28.083333333333332,7.0,13.0,53.8,2.0,5.0,40.0,1.0,2.0,50.0,1.0,7.0,8.0,3.0,2.0,0.0,0.0,3.0,17.0,9.0,"NOV 08, 2018 - BOS @ PHX"
Marcus Smart,26.983333333333334,1.0,4.0,25.0,1.0,3.0,33.3,4.0,6.0,66.7,0.0,4.0,4.0,2.0,3.0,2.0,0.0,3.0,7.0,-2.0,"NOV 08, 2018 - BOS @ PHX"
Aron Baynes,7.983333333333333,1.0,6.0,16.7,0.0,1.0,0.0,2.0,2.0,100.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,-11.0,"NOV 08, 2018 - BOS @ PHX"
Terry Rozier,20.583333333333332,3.0,8.0,37.5,1.0,3.0,33.3,3.0,4.0,75.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,10.0,-6.0,"NOV 08, 2018 - BOS @ PHX"
Guerschon Yabusele,4.783333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,"NOV 08, 2018 - BOS @ PHX"
Semi Ojeleye,7.4,1.0,2.0,50.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,"NOV 08, 2018 - BOS @ PHX"
Jayson Tatum F,34.68333333333333,5.0,14.0,35.7,1.0,4.0,25.0,4.0,4.0,100.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,15.0,-4.0,"NOV 05, 2018 - BOS @ DEN"
Gordon Hayward F,25.866666666666667,3.0,7.0,42.9,0.0,2.0,0.0,2.0,2.0,100.0,1.0,8.0,9.0,2.0,1.0,0.0,0.0,2.0,8.0,4.0,"NOV 05, 2018 - BOS @ DEN"
Al Horford C,32.666666666666664,6.0,9.0,66.7,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,6.0,0.0,1.0,0.0,1.0,12.0,5.0,"NOV 05, 2018 - BOS @ DEN"
Jaylen Brown G,28.816666666666666,7.0,14.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,15.0,8.0,"NOV 05, 2018 - BOS @ DEN"
Kyrie Irving G,33.96666666666667,13.0,17.0,76.5,4.0,6.0,66.7,1.0,1.0,100.0,2.0,3.0,5.0,5.0,2.0,3.0,1.0,3.0,31.0,2.0,"NOV 05, 2018 - BOS @ DEN"
Marcus Smart,25.083333333333332,3.0,5.0,60.0,1.0,3.0,33.3,2.0,2.0,100.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,9.0,-10.0,"NOV 05, 2018 - BOS @ DEN"
Marcus Morris Sr.,20.383333333333333,3.0,9.0,33.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,4.0,0.0,0.0,2.0,6.0,-18.0,"NOV 05, 2018 - BOS @ DEN"
Aron Baynes,10.55,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,-7.0,"NOV 05, 2018 - BOS @ DEN"
Terry Rozier,22.35,2.0,9.0,22.2,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,6.0,-13.0,"NOV 05, 2018 - BOS @ DEN"
Semi Ojeleye,3.283333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,"NOV 05, 2018 - BOS @ DEN"
Robert Williams III,2.35,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,"NOV 05, 2018 - BOS @ DEN"
Jayson Tatum F,33.28333333333333,5.0,11.0,45.5,4.0,8.0,50.0,0.0,0.0,0.0,1.0,6.0,7.0,3.0,3.0,0.0,1.0,1.0,14.0,8.0,"NOV 03, 2018 - BOS @ IND"
Gordon Hayward F,25.7,2.0,10.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,3.0,1.0,1.0,2.0,3.0,4.0,-9.0,"NOV 03, 2018 - BOS @ IND"
Al Horford C,28.633333333333333,6.0,13.0,46.2,1.0,4.0,25.0,1.0,2.0,50.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,14.0,-4.0,"NOV 03, 2018 - BOS @ IND"
Jaylen Brown G,31.1,5.0,14.0,35.7,1.0,5.0,20.0,1.0,2.0,50.0,2.0,5.0,7.0,0.0,2.0,0.0,2.0,1.0,12.0,-12.0,"NOV 03, 2018 - BOS @ IND"
Kyrie Irving G,27.383333333333333,6.0,12.0,50.0,4.0,7.0,57.1,2.0,2.0,100.0,0.0,6.0,6.0,3.0,3.0,0.0,1.0,3.0,18.0,8.0,"NOV 03, 2018 - BOS @ IND"
